Name,NAICS Code Description,NAICS Code,Address,City,County,State,Zip Code,Unique Identifier,Latitude,Longitude
Boyd County Farmers Market - King's Daughters Medical Center,Fruit and Vegetable Markets,445230,2420 Center Street, Catlettsburg,Boyd County,Kentucky,41101,22FMTS270429,38.470783,-82.630489
Beaver Dam Farmer's Market,Fruit and Vegetable Markets,445230,Hwy 231 South , Beaver Dam,Ohio County,Kentucky,42320,22FMTS270430,37.407199,-86.877647
"Bluegrass Farmers Market, Inc",Fruit and Vegetable Markets,445230,1837 Plaudit Place, Lexington ,Fayette County,Kentucky,40509,22FMTS270431,38.014875,-84.418747
Boyd County Farmers Market - KYOVA Mall,Fruit and Vegetable Markets,445230,10699 US-60, Ashland,Boyd County,Kentucky,41102,22FMTS270432,38.400138,-82.712555
Hopkinsville-Christian County Downtown Farmers Market,Fruit and Vegetable Markets,445230,110 W 9th Street, HOPKINSVILLE,Christian County,Kentucky,42240,22FMTS270433,36.866111,-87.489438
Boone County Farmers Market,Fruit and Vegetable Markets,445230,1961 Burlington Pike, Burlington,Boone County,Kentucky,41005,22FMTS270434,39.022231,-84.721563
Beattyville Main Street Marketplace Locally Made Market,Fruit and Vegetable Markets,445230,26 Hwy 52 W, Beattyville,Lee County,Kentucky,41311,22FMTS270435,37.591129,-83.705633
Shepherdsville farmer's Market,Fruit and Vegetable Markets,445230,170 W. Joe B. Hall Avenue , Shepherdsville ,Bullitt County,Kentucky,40165,22FMTS270436,37.988053,-85.709198
Farmers Market at the Depot,Fruit and Vegetable Markets,445230,101 E. Depot Street, Springfield,Washington County,Kentucky,40069,22FMTS270437,37.683658,-85.217676
Jackson County Farmers Market,Fruit and Vegetable Markets,445230,1296South Main St., Mckee,Jackson County,Kentucky,40447,22FMTS270438,37.430289,-83.988324
Hart County Farmers Market,Fruit and Vegetable Markets,445230,Main Street, Munfordville,Hart County,Kentucky,42765,22FMTS270439,37.271492,-85.889578
Jackson County Farmers Market,Fruit and Vegetable Markets,445230,3034 Welchburg Rd., Tyner,Jackson County,Kentucky,40402,22FMTS270440,37.330559,-83.922703
Cumberland County Farmers' Market,Fruit and Vegetable Markets,445230,819 S Main Street, Burkesville,Cumberland County,Kentucky,42717,22FMTS270441,36.790074,-85.364614
Elliott County Farmers Market,Fruit and Vegetable Markets,445230,2944 S KY 7, Sandy Hook,Elliott County,Kentucky,41171,22FMTS270442,38.093439,-83.122634
Breathitt County Farmers' Market,Fruit and Vegetable Markets,445230,3215 Quicksand Road, Jackson,Breathitt County,Kentucky,41339,22FMTS270443,37.535327,-83.348327
Orange Home Grown Farmers & Artisans Market,Fruit and Vegetable Markets,445230,303 W. Palm Ave., Orange ,Orange County,California,92866,22FMTS270444,33.791554,-117.85586
Campbell County Farmers Market Association,Fruit and Vegetable Markets,445230,7634 Alexandria Pike, Alexandria ,Campbell County,Kentucky,41001,22FMTS270445,38.97801,-84.392139
Campbell County Farmers Market Association,Fruit and Vegetable Markets,445230,3504 Alexandria Pike, Highland Heights ,Campbell County,Kentucky,41076,22FMTS270446,39.028829,-84.451866
Campbell County Farmers Market Association,Fruit and Vegetable Markets,445230,709 Monmouth St, Newport ,Campbell County,Kentucky,41071,22FMTS270447,39.090164,-84.491761
Harrison County Farmers Market - Saturday,Fruit and Vegetable Markets,445230,364 Oddville Ave, Cynthiana,Harrison County,Kentucky,41031,22FMTS270448,38.394075,-84.286978
La Grange Farmers' Market & Artisans,Fruit and Vegetable Markets,445230,100 East Main Street, La Grange,Oldham County,Kentucky,40031,22FMTS270449,38.407465,-85.379458
Colusa Certified Farmers Market,Fruit and Vegetable Markets,445230,10th Street Memorial Park, Colusa,Colusa County,California,95932,22FMTS270450,39.214999,-122.01403
Harrison County Farmers Market - Wednesday,Fruit and Vegetable Markets,445230,111 S Main St, Cynthiana,Harrison County,Kentucky,41031,22FMTS270451,38.390005,-84.297879
Phelan Certified Farmers Market,Fruit and Vegetable Markets,445230,4128 Warbler Road, Phelan,San Bernardino County,California,92371,22FMTS270452,34.439822,-117.52483
Chico Certified Farmers Market - Paradise Tuesday,Fruit and Vegetable Markets,445230,6491 Clark Road, Paradise,Butte County,California,95969,22FMTS270453,39.77368,-121.59544
Chico Certified Farmers Market - Chico Saturday,Fruit and Vegetable Markets,445230,2nd and Wall Streets, Chico,Butte County,California,95928,22FMTS270454,39.730823,-121.83832
Chico Certified Farmers Market - Chico Wednesday,Fruit and Vegetable Markets,445230,North Valley Plaza Mall, Chico,Butte County,California,95926,22FMTS270455,39.758425,-121.84845
Old L.A. Certified Farmers Market,Fruit and Vegetable Markets,445230,North Figueroa & Ave. 58, Los Angeles ,Los Angeles County,California,90042,22FMTS270456,34.110124,-118.1919
Old L.A. Certified Farmers Market,Fruit and Vegetable Markets,445230,N Figueroa & Ave. 58, Los Angeles ,Los Angeles County,California,90042,22FMTS270457,34.110171,-118.19193
Lincoln Heights Certified Farmers Market,Fruit and Vegetable Markets,445230,N. Broadway & Sichel, Los Angeles ,Los Angeles County,California,90031,22FMTS270458,34.073591,-118.2131
East Hollywood Certified Farmers' Market,Fruit and Vegetable Markets,445230,Hollywood Blvd. and Western Ave., Los Angeles,Los Angeles County,California,90027,22FMTS270459,34.10151,-118.30887
McKinleyville CFM,Fruit and Vegetable Markets,445230,2165 Central Ave, McKinleyville,Humboldt County,California,95519,22FMTS270460,40.944643,-124.10056
Coastside Farmers' Market - Half Moon Bay,Fruit and Vegetable Markets,445230,225 Cabrillo Highway, Half Moon Bay ,San Mateo County,California,94019,22FMTS270461,37.46677,-122.43737
Imogene Stout Market on Main,Fruit and Vegetable Markets,445230,139 North Main Street, Marion,Crittenden County,Kentucky,42064,22FMTS270462,37.334578,-88.081353
"Coastside Farmers' Market - Rockaway Beach, Pacifica",Fruit and Vegetable Markets,445230,450 Old County Road, Pacifica ,San Mateo County,California,94044,22FMTS270463,37.609415,-122.49508
Woodford County Farmers Market,Fruit and Vegetable Markets,445230,N. Gratz St., Midway ,Woodford County,Kentucky,40347,22FMTS270464,38.149925,-84.682308
Certified Farmers' Market Palm Springs - Outdoor,Fruit and Vegetable Markets,445230,2300 E. Baristo Rd, Palm Springs,Riverside County,California,92262,22FMTS270465,33.820251,-116.52118
Certified Farmers' Market Palm Springs - Indoor,Fruit and Vegetable Markets,445230,401 S. Pavilion Way, Palm Springs,Riverside County,California,92262,22FMTS270466,33.817078,-116.52525
McCreary County Farmers Market,Fruit and Vegetable Markets,445230,299 Wilburn Ross Hwy, Stearns,McCreary County,Kentucky,42647,22FMTS270467,36.694321,-84.474473
Old Oakland Farmers' Market,Fruit and Vegetable Markets,445230,492 9th street, Oakland,Alameda County,California,94607,22FMTS270468,37.801382,-122.27459
Temescal Urban Village Farmers' Market,Fruit and Vegetable Markets,445230,5300 Claremont Ave., Oakland,Alameda County,California,94618,22FMTS270469,37.839774,-122.25973
Surprise Valley Farmers Market,Fruit and Vegetable Markets,445230,501 Main , Cedarville,Modoc County,California,96104,22FMTS270470,41.527832,-120.17166
Alturas Farmers Market,Fruit and Vegetable Markets,445230,108 S Main St, Alturas,Modoc County,California,96101,22FMTS270471,41.483907,-120.5422
Whitley County Farmers Market (WCFM),Fruit and Vegetable Markets,445230,Billwoods Park , Williamsburg ,Whitley County,Kentucky,40769,22FMTS270472,36.741975,-84.159267
Whitley County Farmers Market,Fruit and Vegetable Markets,445230,NIBROC Park, Corbin ,Whitley County,Kentucky,40701,22FMTS270473,36.947,-84.096509
Wolfe County Farmers Market,Fruit and Vegetable Markets,445230,640 S KY 15, Campton ,Wolfe County,Kentucky,41301,22FMTS270474,37.727015,-83.542778
SoKY Marketplace Farmer's Market,Fruit and Vegetable Markets,445230,636 Center Street , Bowling Green,Warren County,Kentucky,42104,22FMTS270475,36.970919,-86.438462
Cambria Farmers Market,Fruit and Vegetable Markets,445230,1000 Main Street, Cambria,San Luis Obispo County,California,93428,22FMTS270476,35.564323,-121.09662
Morro Bay Main Street Farmers Market,Fruit and Vegetable Markets,445230,Main St. and Morro Bay Blvd., Morro Bay,San Luis Obispo County,California,93442,22FMTS270477,35.365976,-120.84995
SLO Farm Supply Farmers Market,Fruit and Vegetable Markets,445230,224 Tank Farm Rd, San Luis Obispo,San Luis Obispo County,California,93401,22FMTS270478,35.247189,-120.66718
Pikeville Farmers Market,Fruit and Vegetable Markets,445230,130 Adams Lane, Pikeville,Pike County,Kentucky,41501,22FMTS270479,37.485971,-82.544326
Montclair Village Farmers' Market,Fruit and Vegetable Markets,445230,6131 La Salle Ave, Oakland,Alameda County,California,94611,22FMTS270480,37.826522,-122.20992
Woodford County Farmers' Market,Fruit and Vegetable Markets,445230,525 Marsailles Road , VERSAILLES,Woodford County,Kentucky,40383,22FMTS270481,38.050275,-84.733856
East Palo Alto Community Farmers Market,Fruit and Vegetable Markets,445230,2555 Pulgas Avenue , East Palo Alto,San Mateo County,California,94303,22FMTS270482,37.469415,-122.13255
Rockford Midtown Market,Fruit and Vegetable Markets,445230,503 Seventh Street, Rockford,Winnebago County,Illinois,61104,22FMTS270483,42.262526,-89.08098
Heritage Farmers' Market,Fruit and Vegetable Markets,445230,1313 N. Mill St., London ,Laurel County,Kentucky,40741,22FMTS270484,37.135019,-84.096167
Peaceful Valley Farmers Market,Fruit and Vegetable Markets,445230,14888 Peaceful Valley Road, Sonora,Tuolumne County,California,95370,22FMTS270485,37.974304,-120.33807
St. Matthews Farmers Market,Fruit and Vegetable Markets,445230,4100 Shelbyville Rd, Louisville,Jefferson County,Kentucky,40207,22FMTS270486,38.251785,-85.646194
Phoenix Hill NuLu Farmers' Market,Fruit and Vegetable Markets,445230,1007 E. Jefferson St, Louisville,Jefferson County,Kentucky,40206,22FMTS270487,38.251583,-85.733398
Cambrian Park Farmers' Market,Fruit and Vegetable Markets,445230,Camden Avenue and Union Avenue, San Jose,Santa Clara County,California,95121,22FMTS270488,37.296867,-121.8193
Campbell Farmers' Market,Fruit and Vegetable Markets,445230,Campbell Avenue & Central Avenue, Campbell,Santa Clara County,California,95008,22FMTS270489,37.280232,-121.95435
Santa Clara Farmers' Market,Fruit and Vegetable Markets,445230,Jackson Street at Homestead Road, Santa Clara,Santa Clara County,California,95051,22FMTS270490,37.364613,-121.96793
Sunnyvale Farmers' Market,Fruit and Vegetable Markets,445230,Murphy Avenue at Washington Avenue, Sunnyvale,Santa Clara County,California,94085,22FMTS270491,37.385784,-122.02632
Willow Glen Farmers' Market,Fruit and Vegetable Markets,445230,1425 Lincoln Avenue, San Jose,Santa Clara County,California,95121,22FMTS270492,37.296867,-121.8193
California Avenue Farmers' Market,Fruit and Vegetable Markets,445230,California Avenue, Palo Alto,San Mateo County,California,94306,22FMTS270493,37.46778,-122.13255
Marshall County Farmers Market,Fruit and Vegetable Markets,445230,1933 Mayfield Highway, Benton,Marshall County,Kentucky,42025,22FMTS270494,36.842165,-88.378744
Delray GreenMarket,Fruit and Vegetable Markets,445230,NE 2nd Avenue, Delray Beach,Palm Beach County,Florida,33444,22FMTS270495,26.462365,-80.071595
Jeffersontown Farmers Market,Fruit and Vegetable Markets,445230,10434 watterson trail, Jeffersontown,Jefferson County,Kentucky,40299,22FMTS270496,38.19521,-85.562797
Ferry Plaza Farmers Market,Fruit and Vegetable Markets,445230,1 Ferry Building, San Francisco,San Francisco County,California,94111,22FMTS270497,37.795162,-122.39352
Mission Community Market,Fruit and Vegetable Markets,445230,84 Bartlett Street, San Francisco,San Francisco County,California,94110,22FMTS270498,37.755373,-122.41988
Beverly Hills Farmers Market,Fruit and Vegetable Markets,445230,9300 Civic Center Dr, Beverly Hills ,Los Angeles County,California,90210,22FMTS270499,34.073685,-118.39874
Menifee County Farmers Market,Fruit and Vegetable Markets,445230,62 Back Street, Frenchburg,Menifee County,Kentucky,40322,22FMTS270500,37.951788,-83.62783
Main Street DeFuniak Farmer's Market,Fruit and Vegetable Markets,445230,Baldwin Avenue between 7th and 8th St., DeFuniak Springs,Walton County,Florida,32435,22FMTS270501,30.720266,-86.1137
Linda Vista Certified Farmers Market,Fruit and Vegetable Markets,445230,6939 Linda Vista Rd., San Diego,San Diego County,California,92111,22FMTS270502,32.785209,-117.17056
City Heights Certified Farmers Market,Fruit and Vegetable Markets,445230,4325 Wightman St., San Diego,San Diego County,California,92105,22FMTS270503,32.747817,-117.10152
Pajaro Valley CFM,Fruit and Vegetable Markets,445230,Peck and Union st., Watsonville,Santa Cruz County,California,95076,22FMTS270504,36.910275,-121.75536
Canal Village Farmers' Market,Fruit and Vegetable Markets,445230,127 West Center Street, Medina,Orleans County,New York,14103,22FMTS270505,43.220102,-78.388368
The BLVD Market,Fruit and Vegetable Markets,445230,Lancaster BLVD, LANCASTER,Los Angeles County,California,93534,22FMTS270506,34.69773,-118.14251
The Albemarle Farmers Market,Fruit and Vegetable Markets,445230,Towncenter lane, Charlottesville,Albemarle County,Virginia,22911,22FMTS270507,38.126837,-78.445556
Elmwood Bidwell Farmers' Market,Fruit and Vegetable Markets,445230,Elmwood and Bidwell, Buffalo,Erie County,New York,14222,22FMTS270508,42.923862,-78.877625
Historic Downtown Jersey City Farmers Market,Fruit and Vegetable Markets,445230,Grove PATH Plaza, Jersey City,Hudson County,New Jersey,7302,22FMTS270509,40.719659,-74.042428
Memphis Farmers Market,Fruit and Vegetable Markets,445230,540 S. Front Street, Memphis,Shelby County,Tennessee,38103,22FMTS270510,35.132038,-90.06008
Brookline Farmers' Market,Fruit and Vegetable Markets,445230,Centre Street West PArking Lot, Brookline,Norfolk County,Massachusetts,2446,22FMTS270511,42.34219,-71.123782
Heathsville Farmers Market,Fruit and Vegetable Markets,445230,73 Monument Place, Heathsville,Northumberland County,Virginia,22473,22FMTS270512,37.916391,-76.473204
Carson Farmers Market @3rd & Curry St.,Fruit and Vegetable Markets,445230,3rd & Curry St. , Carson City,Carson City,Nevada,89703,22FMTS270513,39.162841,-119.76816
South End Market at Atherton,Fruit and Vegetable Markets,445230,2000 South Blvd., Charlotte,Mecklenburg County,North Carolina,28203,22FMTS270514,35.20911,-80.860801
Overbrook Farmers Market,Fruit and Vegetable Markets,445230,Maple & Market St, Overbrook,Osage County,Kansas,66524,22FMTS270515,38.777419,-95.556782
Westside Community Market,Fruit and Vegetable Markets,445230,750 University Row, Madison,Dane County,Wisconsin,53705,22FMTS270516,43.076385,-89.470022
Route One Farmers Market,Fruit and Vegetable Markets,445230,3745 Constellation Rd, LOMPOC,Santa Barbara County,California,93436,22FMTS270517,34.700679,-120.46622
Silver City Farmers' Market Midweek Market,Fruit and Vegetable Markets,445230,3025 Highway 180 E, Silver City,Grant County,New Mexico,88061,22FMTS270518,32.787733,-108.24248
Atwater Village Farmers' Market,Fruit and Vegetable Markets,445230,3528 Larga Ave, Los Angeles ,Los Angeles County,California,90039,22FMTS270519,34.117828,-118.26015
Central Avenue Farmers' Market,Fruit and Vegetable Markets,445230,4301 S Central Ave, Los Angeles ,Los Angeles County,California,90011,22FMTS270520,34.005326,-118.25679
Crenshaw Farmers' Market,Fruit and Vegetable Markets,445230,3650 W Martin Luther King Jr Blvd, Los Angeles ,Los Angeles County,California,90008,22FMTS270521,34.008706,-118.33542
Echo Park Farmers' Market,Fruit and Vegetable Markets,445230,1146 Logan St, Los Angeles ,Los Angeles County,California,90026,22FMTS270522,34.076409,-118.25827
Hollywood Farmers' Market,Fruit and Vegetable Markets,445230,1600 Ivar Ave, Los Angeles ,Los Angeles County,California,90028,22FMTS270523,34.099639,-118.32819
Windmill Park Farmers Market in Cornville,Fruit and Vegetable Markets,445230,9950 E CORNVILLE RD, CORNV,Yavapai County,Arizona,86325,22FMTS270524,34.739119,-111.90859
College Place Farmers & Artisan Market,Fruit and Vegetable Markets,445230,801 SE Larch Avenue, College Place,Walla Walla County,Washington,99324,22FMTS270525,46.041708,-118.37784
Secotan Market,Fruit and Vegetable Markets,445230,2868 NC-345, Wanchese,Dare County,North Carolina,27981,22FMTS270526,35.854615,-75.645391
The 'Whee Market,Fruit and Vegetable Markets,445230,113 Market Street, Cullowhee ,Jackson County,North Carolina,28723,22FMTS270527,35.301188,-83.18569
Church St Farmers Market,Fruit and Vegetable Markets,445230,6730 Church St, Douglasville,Douglas County,Georgia,30134,22FMTS270528,33.749649,-84.750061
Buy Local Farmers Market - Fall Creek,Fruit and Vegetable Markets,445230,7930 Fall Creek Bend, Humble,Harris County,Texas,77396,22FMTS270529,29.93294,-95.269976
North Canton Farmers' Market,Fruit and Vegetable Markets,445230,1447 North Main Street, North Canton,Stark County,Ohio,44720,22FMTS270530,40.892548,-81.409572
KSQ Farmers Market,Fruit and Vegetable Markets,445230,401 Birch St, Kennett Square,Chester County,Pennsylvania,19348,22FMTS270531,39.842787,-75.705331
Westland Farmers & Artisan Market,Fruit and Vegetable Markets,445230,1901 N. Carlson, Westland,Wayne County,Michigan,48185,22FMTS270532,42.319173,-83.380778
Growing Augusta Pop-Up Market,Fruit and Vegetable Markets,445230,3647 Karleen Rd, Hephzibah,Richmond County,Georgia,30815,22FMTS270533,33.387808,-82.11834
Braeswood Farmers Market,Fruit and Vegetable Markets,445230,5401 south braeswood, Houston,Harris County,Texas,77096,22FMTS270534,29.676944,-95.477537
Hillsdale Farmers' Market,Fruit and Vegetable Markets,445230,1405 SW Vermont St, Portland,Multnomah County,Oregon,97239,22FMTS270535,45.477581,-122.6928
L. A Mercado Agricola,Fruit and Vegetable Markets,445230,, Carolina,,Puerto Rico,979,22FMTS270536,18.431395,-66.011273
Vizcaya Village Farmers Market,Fruit and Vegetable Markets,445230,3250 S. Miami Ave, Miami,Miami-Dade County,Florida,33133,22FMTS270537,25.747026,-80.212735
Morgan County Winter Farmers' Market Association,Fruit and Vegetable Markets,445230,240 E Washington St., Martinsville,Morgan County,Indiana,46151,22FMTS270538,39.422141,-86.420904
The Corner Farmers Market,Fruit and Vegetable Markets,445230,2200 Walker Avenue, Greensboro,Guilford County,North Carolina,27403,22FMTS270539,36.069019,-79.828293
Ludington Farmer's Market,Fruit and Vegetable Markets,445230,, LUDINGTON,Mason County,Michigan,49431,22FMTS270540,43.955713,-86.447744
Weymouth Farmers Market,Fruit and Vegetable Markets,445230,1 Wildcat Way, Weymouth,Norfolk County,Massachusetts,2190,22FMTS270541,42.181987,-70.941897
Dillsboro Farmers Market,Fruit and Vegetable Markets,445230,12921 North Street, Dillsboro,Dearborn County,Indiana,47018,22FMTS270542,39.018037,-85.059414
Broome County Regional Farmers Market,Fruit and Vegetable Markets,445230,840 Upper Front St, Binghamton,Broome County,New York,13905,22FMTS270543,42.129759,-75.904648
Prescott Farmers Market,Fruit and Vegetable Markets,445230,900 Iron Springs Road, Prescott ,Yavapai County,Arizona,86305,22FMTS270544,34.557395,-112.4828
Kamuela Farmers Market,Fruit and Vegetable Markets,445230,67-139 Pukalani Road, Kamuela,Hawaii County,Hawaii,96743,22FMTS270545,20.017794,-155.66266
Batesville Farmers Market,Fruit and Vegetable Markets,445230,Main and Boehringer Street, Batesville ,Ripley County,Indiana,47006,22FMTS270546,39.298852,-85.221859
Putnam Farmer's Market,Fruit and Vegetable Markets,445230,1 Valley Park Drive, Hurricane,Putnam County,West Virginia,25526,22FMTS270547,38.440335,-81.995042
Champlain Islands Farmers' Market - Wednesday,Fruit and Vegetable Markets,445230,501 U.S Route 2, South Hero,Grand Isle County,Vermont,5486,22FMTS270548,44.661841,-73.323048
Carrboro Farmers' Market,Fruit and Vegetable Markets,445230,301 W Main St, Carrboro,Orange County,North Carolina,27510,22FMTS270549,35.910781,-79.077607
Richmond Winter Farmers Market - Winter Season (November - April),Fruit and Vegetable Markets,445230,204 S Second St, Richmond,Wayne County,Indiana,47374,22FMTS270550,39.825813,-84.900398
Westfield Farmers Market,Fruit and Vegetable Markets,445230,36 Court St, Westfield ,Hampden County,Massachusetts,1085,22FMTS270551,42.119742,-72.751662
Eagle Springs Farmers Market,Fruit and Vegetable Markets,445230,13555 Valley Lodge Parkway, Atascocita,Harris County,Texas,77346,22FMTS270552,29.975941,-95.194557
The Groves Marketplace,Fruit and Vegetable Markets,445230,11939 Madera Run Pkwy , Atascocita,Harris County,Texas,77346,22FMTS270553,29.957574,-95.188057
Red Stick Farmers Market - Saturday Downtown Year Round,Fruit and Vegetable Markets,445230,5th Street and Main Street, Baton Rouge,East Baton Rouge Parish,Louisiana,70802,22FMTS270554,30.45195,-91.185787
North Albany Farmer's Market,Fruit and Vegetable Markets,445230,6980 nw hwy 20, Albany,Benton County,Oregon,97321,22FMTS270555,44.63664,-123.17882
Jackson Food & Farm Market,Fruit and Vegetable Markets,445230,2708 Sherman Rd, Jackson,Washington County,Wisconsin,53037,22FMTS270556,43.309792,-88.171891
Heritage Acres Drive-thru Market,Fruit and Vegetable Markets,445230,507 W B St, McCook,Red Willow County,Nebraska,69001,22FMTS270557,40.199476,-100.63187
Gilmanton Community Farmers Market Association,Fruit and Vegetable Markets,445230,1385 NH Route 140, Gilmanton,Belknap County,New Hampshire,3837,22FMTS270558,43.425347,-71.332318
Hendricks Farmers Market,Fruit and Vegetable Markets,445230,Main Street, Hendricks,Lincoln County,Minnesota,56136,22FMTS270559,44.508647,-96.426422
Mt. Pleasant Farmers' Market - Island Park,Fruit and Vegetable Markets,445230,331 N. Main Street, Mount Pleasant,Isabella County,Michigan,48858,22FMTS270560,43.607074,-84.780178
Mt. Pleasant Farmers' Market - Broadway Street,Fruit and Vegetable Markets,445230,Broadway Street between Main & University Streets, Mount Pleasant,Isabella County,Michigan,48858,22FMTS270561,43.604433,-84.776052
Greeley Farmers Market,Fruit and Vegetable Markets,445230,902 7th Ave., Greeley,Weld County,Colorado,80631,22FMTS270562,40.424001,-104.6891
Larimer County Farmers' Market,Fruit and Vegetable Markets,445230,200 W. Oak St., Fort Collins,Larimer County,Colorado,80521,22FMTS270563,40.586073,-105.08019
Cape Coral Farmers Market,Fruit and Vegetable Markets,445230,SE 47th Terrace & SE 10th Place, Cape Coral,Lee County,Florida,33904,22FMTS270564,26.564457,-81.954459
Down to Earth Cunningham Park Farmers Market,Fruit and Vegetable Markets,445230,Parking lot off Union Turnpike, Queens,Queens County,New York,11423,22FMTS270565,40.7308,-73.773482
Vine Street Market at O'Fallon Station,Fruit and Vegetable Markets,445230,212 E 1st Street, O'Fallon,St. Clair County,Illinois,62269,22FMTS270566,38.591615,-89.908925
East Vancouver Farmers Market,Fruit and Vegetable Markets,445230,17701 SE Mill Plain Blvd., Vancouver,Clark County,Washington,98683,22FMTS270567,45.615372,-122.49377
Rittenhouse Tuesday Market,Fruit and Vegetable Markets,445230,1800 Walnut Street, Philadelphia,Philadelphia County,Pennsylvania,19103,22FMTS270568,39.950045,-75.170843
East Boston Farmers Market - Summer/Early Fall,Fruit and Vegetable Markets,445230,Across from 201 Border St., East Boston,Suffolk County,Massachusetts,2128,22FMTS270569,42.374945,-71.039467
The Fountain Farmers' Market,Fruit and Vegetable Markets,445230,The Singing Fountain, Philadelphia,Philadelphia County,Pennsylvania,19147,22FMTS270570,39.929934,-75.163171
University Square Farmers' Market,Fruit and Vegetable Markets,445230,3600 Walnut Street, Philadelphia,Philadelphia County,Pennsylvania,19104,22FMTS270571,39.953276,-75.194883
Jefferson Farmers' Market,Fruit and Vegetable Markets,445230,925 Chestnut Street, Philadelphia,Philadelphia County,Pennsylvania,19107,22FMTS270572,39.94994,-75.156213
Mt Airy Farmers' Market,Fruit and Vegetable Markets,445230,601 Carpenter Lane, Philadelphia,Philadelphia County,Pennsylvania,19119,22FMTS270573,40.046156,-75.196253
Gorgas Park Farmers' Market,Fruit and Vegetable Markets,445230,6300 Ridge Avenue, Philadelphia,Philadelphia County,Pennsylvania,19128,22FMTS270574,40.037308,-75.221221
Ambler Farmers' Market,Fruit and Vegetable Markets,445230,29 West Butler Pike, Ambler,Montgomery County,Pennsylvania,19002,22FMTS270575,40.153501,-75.225298
Chestnut Hill Farmers' Market,Fruit and Vegetable Markets,445230,7673 Germantown Avenue, Philadelphia,Philadelphia County,Pennsylvania,19118,22FMTS270576,40.06776,-75.196931
Bryn Mawr Farmers' Market,Fruit and Vegetable Markets,445230,775 Lancaster Avenue, Bryn Mawr,Montgomery County,Pennsylvania,19010,22FMTS270577,40.021168,-75.317067
Rittenhouse Saturday Farmers' Market,Fruit and Vegetable Markets,445230,1800 Walnut Street, Philadelphia,Philadelphia County,Pennsylvania,19103,22FMTS270578,39.950039,-75.170836
Swarthmore Farmers Market,Fruit and Vegetable Markets,445230,121 Park Avenue, Swarthmore,Delaware County,Pennsylvania,19081,22FMTS270579,39.901671,-75.348771
Media Farmers' Market,Fruit and Vegetable Markets,445230,Edgemont Street, Media,Delaware County,Pennsylvania,19063,22FMTS270580,39.917838,-75.385551
Woodstock Farmers Market - Winter,Fruit and Vegetable Markets,445230,11900 Country Club Rd., Woodstock,McHenry County,Illinois,60098,22FMTS270581,42.310266,-88.435654
Dickinson Square Farmers' Market,Fruit and Vegetable Markets,445230,1600 East Moyamensing Avenue, Philadelphia,Philadelphia County,Pennsylvania,19148,22FMTS270582,39.927056,-75.151276
Green City Market Lincoln Park,Fruit and Vegetable Markets,445230,1817 N. Clark St, Chicago,Cook County,Illinois,60614,22FMTS270583,41.915854,-87.633865
Green City Market West Loop,Fruit and Vegetable Markets,445230,115 S. Sangamon St, Chicago,Cook County,Illinois,60607,22FMTS270584,41.880039,-87.650439
"BETHANY BEACH FARMERS' MARKET, INC.",Fruit and Vegetable Markets,445230,601 castle court, Bethany Beach,Sussex County,Delaware,19930,22FMTS270585,38.538397,-75.056515
Lawrence Farmers' Market - Saturday Downtown Market,Fruit and Vegetable Markets,445230,824 New Hampshire Street, Lawrence,Douglas County,Kansas,66044,22FMTS270586,38.96859,-95.23448
Lawrence Farmers' Market - Tuesday Market,Fruit and Vegetable Markets,445230,1140 Massachusetts Street, Lawrence,Douglas County,Kansas,66044,22FMTS270587,38.963018,-95.235986
Southwest Plaza Farmers Market,Fruit and Vegetable Markets,445230,Wadsworth and Bowles, Littleton ,Jefferson County,Colorado,80123,22FMTS270588,39.611904,-105.09573
Highlands Ranch Farmers Market,Fruit and Vegetable Markets,445230,Highlands Ranch Pkwy and Dorchester Rd, Highlands Ranch ,Douglas County,Colorado,80129,22FMTS270589,39.547023,-104.99968
Woolery Farmers' Market,Fruit and Vegetable Markets,445230,2250 W Sunstone Dr, Bloomington,Monroe County,Indiana,47403,22FMTS270590,39.138753,-86.559788
Aurora Farmers Market,Fruit and Vegetable Markets,445230,170 Main Street, Aurora,Cayuga County,New York,13026,22FMTS270591,42.744684,-76.699995
Crawfordsville Farmers Market,Fruit and Vegetable Markets,445230,100 W Pike St., Crawfordsville,Montgomery County,Indiana,47933,22FMTS270592,40.040652,-86.903732
Crawfordsville Winter Market,Fruit and Vegetable Markets,445230,400 Parke Avenue, Crawfordsville,Montgomery County,Indiana,47933,22FMTS270593,40.04604,-86.896007
Knox County Farmers Market,Fruit and Vegetable Markets,445230,107 N 4th St, Edina,Knox County,Missouri,63537,22FMTS270594,40.167824,-92.172403
Steelville Farmer & Artist Saturday Morning Market,Fruit and Vegetable Markets,445230,392 Main St, Steelville,Crawford County,Missouri,65565,22FMTS270595,37.967138,-91.358368
Steelville Farmer & Artist Wednesday Night Market,Fruit and Vegetable Markets,445230, Church Street, Steelville,Crawford County,Missouri,65565,22FMTS270596,37.966076,-91.359291
Oxford Farmers Market,Fruit and Vegetable Markets,445230,E. Park Place, Oxford,Butler County,Ohio,45056,22FMTS270597,39.510915,-84.741544
New Orleans East Hospital Farmer's Market,Fruit and Vegetable Markets,445230,5620 Read Boulevard, New Orleans,Orleans Parish,Louisiana,70127,22FMTS270598,30.030672,-89.975013
Ballard Farmers Market,Fruit and Vegetable Markets,445230,5300 Ballard AVE NW, Seattle ,King County,Washington,98107,22FMTS270599,47.667512,-122.3845
