Name,NAICS Code Description,NAICS Code,Address,City,County,State,Zip Code,Phone,Website,UniqueID
"Tic Holdings, Inc.",Refrigerated Warehousing and Storage,493120,2825 Roeder Ave,Bellingham,Whatcom,WA,98225,3607331640,www.news.bellcold.com,22RWDS270199
"Tom Thumb Food & Drugs, Inc.",Refrigerated Warehousing and Storage,493120,10700 Telge Rd,Houston,Harris,TX,77095,2816494000,www.tomthumb.com,22RWDS269950
Tps Process Equipment USA LLC,Refrigerated Warehousing and Storage,493120,6851 Whitfield Indus Ave,Sarasota,Manatee,FL,34243,9417399489,www.tpsprocess.com,22RWDS270403
"Trout-Blue Chelan-Magi, Inc.",Refrigerated Warehousing and Storage,493120,491 Industrial Way,Pateros,Okanogan,WA,98846,5099232222,www.chelanfruit.com,22RWDS270324
Turn Key Systems Incorporated,Refrigerated Warehousing and Storage,493120,1250 S Wilson Way Ste B9,Stockton,San Joaquin,CA,95205,5106524100,www.tkswalk-in.com,22RWDS269998
"Twin City Foods, Inc.",Refrigerated Warehousing and Storage,493120,1000 E 1st Ave,Kennewick,Benton,WA,99336,5095867568,www.twincityfoods.com,22RWDS269927
"Tyson Fresh Meats, Inc.",Refrigerated Warehousing and Storage,493120,3939 S Lewis Blvd,Sioux City,Woodbury,IA,51106,7122790070,www.tysonfreshmeats.com,22RWDS270263
Unfi -Sarasota FL Location,Refrigerated Warehousing and Storage,493120,6272 McIntosh Rd,Sarasota,Sarasota,FL,34238,8005206982,,22RWDS270387
"Union Central Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,2622 S Alameda St,Vernon,Los Angeles,CA,90058,,www.unioncentralcold.com,22RWDS270181
United Cold Storage Inc,Refrigerated Warehousing and Storage,493120,6902 E Pine St 4,Tulsa,Tulsa,OK,74115,9188345222,www.unitedcold.com,22RWDS270407
United States Cold Storage Inc.,Refrigerated Warehousing and Storage,493120,10711 Olive St,La Vista,Sarpy,NE,68128,4023398855,,22RWDS269952
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,1021 E Walnut Ave,Tulare,Tulare,CA,93274,5596873320,www.uscold.com,22RWDS269937
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,104 Witherington Dr,Covington,Tipton,TN,38019,9013132653,www.uscold.com,22RWDS269942
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,1050 Heller Rd,Quakertown,Bucks,PA,18951,2158921551,www.uscold.com,22RWDS269945
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,11801 NW 102nd Rd,Medley,Miami-Dade,FL,33178,3056915391,www.uscold.com,22RWDS269979
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,1400 N Macarthur Dr Ste A,Tracy,San Joaquin,CA,95376,2098352653,www.uscold.com,22RWDS270019
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,2 Aquarium Dr Ste 400,Camden,Camden,NJ,08103,8563548181,www.uscold.com,22RWDS270090
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,211 Ne McCloskey Ave,Lake City,Columbia,FL,32055,3867582215,www.uscold.com,22RWDS270114
"UNITED STATES COLD STORAGE, INC.",Refrigerated Warehousing and Storage,493120,221 South Rehoboth Boulevard,Milford,Sussex,DE,19963,3024227536,www.uscold.com,22RWDS270134
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,2225 N Cockrell Hill Rd,Dallas,Dallas,TX,75212,2146314863,www.uscold.com,22RWDS270135
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,2525 E North Ave,Fresno,Fresno,CA,93725,,www.uscold.com,22RWDS270174
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,2901 Eunice Ave,Orlando,Orange,FL,32808,,www.uscold.com,22RWDS270205
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,3100 52nd Ave,Sacramento,Sacramento,CA,95823,8563548181,www.uscold.com,22RWDS270223
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,3300 E Park Row Dr,Arlington,Tarrant,TX,76010,8176333070,www.uscold.com,22RWDS270237
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,3500 W Canal Dr,Turlock,Stanislaus,CA,95380,2096681636,www.uscold.com,22RWDS270247
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,4000 Miller Cir N,Bethlehem,Northampton,PA,18020,6109976100,www.uscold.com,22RWDS270274
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,419 Mlford Harrington Hwy,Milford,Sussex,DE,19963,3024227536,www.uscold.com,22RWDS270289
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,4302 S 30th St Ste 1,Omaha,Douglas,NE,68107,4027319900,www.uscold.com,22RWDS270293
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,601 Twin Rail Dr,Minooka,Grundy,IL,60447,8154670455,www.uscold.com,22RWDS270373
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,6501 District Blvd,Bakersfield,Kern,CA,93313,6618322653,www.uscold.com,22RWDS270393
"United States Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,Rocky Hill Dr & 2nd St # 2,Exeter,Tulare,CA,93221,2095924714,www.uscold.com,22RWDS270494
"United States Cold Storage, Llc.",Refrigerated Warehousing and Storage,493120,15 Emery St,Bethlehem,Northampton,PA,18015,6104337378,www.uscold.com,22RWDS270036
Universal Pasteurization Company,Refrigerated Warehousing and Storage,493120,100 H D Williams Indus Dr,Villa Rica,Carroll,GA,30180,6788401500,www.universalpure.com,22RWDS269922
"Unon, Inc",Refrigerated Warehousing and Storage,493120,90 Oxmoor Rd Ste 274,Birmingham,Jefferson,AL,35209,2052153098,,22RWDS270466
US Cold Storage,Refrigerated Warehousing and Storage,493120,4000 AM Dr,Quakertown,Bucks,PA,18951,2155363034,,22RWDS270272
"US Mezzanines, Inc",Refrigerated Warehousing and Storage,493120,245 E 63rd St APT 31e,New York,New York,NY,10065,7187020157,www.giamechanical.com,22RWDS270162
Usko Express Inc,Refrigerated Warehousing and Storage,493120,11290 Point East Dr # 200,Rancho Cordova,Sacramento,CA,95742,9165158065,www.uskoinc.com,22RWDS269973
"Valley Cold Storage & Transportation, LLC",Refrigerated Warehousing and Storage,493120,101 Watson Ln,Las Cruces,Dona Ana,NM,88005,5755250800,www.valleycoldstore.com,22RWDS269930
Valley Storage Company,Refrigerated Warehousing and Storage,493120,1911 S 900 W,Salt Lake City,Salt Lake,UT,84104,8019723443,,22RWDS270082
"Versacold Usa, Inc.",Refrigerated Warehousing and Storage,493120,1619 Antioch Church Rd,Piedmont,Greenville,SC,29673,8644222420,,22RWDS270055
Vision Warehousing and Distribution,Refrigerated Warehousing and Storage,493120,144 Cleveland Ave,Waynesboro,Franklin,PA,17268,7177625912,www.visionwarehousingusa.com,22RWDS270028
Voelker Fruit & Cold Storage Co Inc,Refrigerated Warehousing and Storage,493120,15 W Mead Ave,Yakima,Yakima,WA,98902,5092486464,www.voelkerfruit.com,22RWDS270037
"Vz Cold Storage and Marketing, Inc.",Refrigerated Warehousing and Storage,493120,1302 Glenwood St,Delano,Kern,CA,93215,6617217588,,22RWDS270006
Walowitz Furs,Refrigerated Warehousing and Storage,493120,6613 18th Ave,Brooklyn,Kings,NY,11204,,,22RWDS270398
"Washington Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,621 Railroad Ave N,Kent,King,WA,98032,2538593122,www.washingtoncoldstorage.com,22RWDS270385
Wendell Eckholm,Refrigerated Warehousing and Storage,493120,8835 Balboa Ave Ste C,San Diego,San Diego,CA,92123,8582794304,,22RWDS270464
West Coast Distributing,Refrigerated Warehousing and Storage,493120,10201 Keystone,Pharr,Hidalgo,TX,78577,9568847266,,22RWDS269936
West Range Storage Inc,Refrigerated Warehousing and Storage,493120,27830 Trout Lake Rd,Bovey,Itasca,MN,55709,2182452193,,22RWDS270195
"Western Distribution Services, LLC",Refrigerated Warehousing and Storage,493120,1010 S 146th St,Burien,King,WA,98168,4259706950,www.wdscold.com,22RWDS269932
Western Gateway Storage Co,Refrigerated Warehousing and Storage,493120,130 W 28th St,Ogden,Weber,UT,84401,8013947781,www.wgstorage.com,22RWDS270004
Western Refrigeratore Line Co Inc,Refrigerated Warehousing and Storage,493120,2289 Northwood Rd,Suamico,Brown,WI,54313,,,22RWDS270140
Westers Lockers,Refrigerated Warehousing and Storage,493120,536 1st Ave,Westbrook,Cottonwood,MN,56183,5072745900,,22RWDS270353
Wilbur Nielsen,Refrigerated Warehousing and Storage,493120,513 5th Ave NW,Independence,Buchanan,IA,50644,3193342228,,22RWDS270340
Williamson Cold Storage Inc,Refrigerated Warehousing and Storage,493120,4009 State Route 104,Williamson,Wayne,NY,14589,3155895351,,22RWDS270277
"Wilmington Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,1033 Turnpike St,Stoughton,Norfolk,MA,02072,7813410690,www.keepitcoldstorage.com,22RWDS269941
"Wilmington Cold Storage, Inc.",Refrigerated Warehousing and Storage,493120,629 Hammond St Unit E307,Chestnut Hill,Middlesex,MA,02467,7819358670,www.keepitcoldstorage.com,22RWDS270388
Winchester Cold Storage Company,Refrigerated Warehousing and Storage,493120,167 Kelly Dr,Front Royal,Warren,VA,22630,5406310285,www.wcslogistics.com,22RWDS270068
Winchester Cold Storage Company,Refrigerated Warehousing and Storage,493120,605 N Loudoun St,Winchester,Winchester city,VA,22601,5406624151,www.wcslogistics.com,22RWDS270379
Wing Tat Inc,Refrigerated Warehousing and Storage,493120,54 Ainslie St,Brooklyn,Kings,NY,11211,,,22RWDS270354
Wolfsen's Westside Locker,Refrigerated Warehousing and Storage,493120,490 West Ave,Gustine,Merced,CA,95322,2098546274,www.wolfsensausage.com,22RWDS270322
Woodhull Locker LLC,Refrigerated Warehousing and Storage,493120,330 N Division St,Woodhull,Henry,IL,61490,3093342235,www.woodhulllockers.com,22RWDS270236
York Cold Storage Company,Refrigerated Warehousing and Storage,493120,402 Commerce St,York,York,NE,68467,4023625563,www.vanhessen.com,22RWDS270278
"Zafar B&B Produce, Inc.",Refrigerated Warehousing and Storage,493120,5700 E 56th Ave Unit D,Commerce City,Adams,CO,80022,8453134216,,22RWDS270364
Zagman Express,Refrigerated Warehousing and Storage,493120,2153 68th Ave E,Spanaway,Pierce,WA,98387,2532094674,,22RWDS270123
Zel Express LLC,Refrigerated Warehousing and Storage,493120,1587 Robin Hood Pl,Highland Park,Lake,IL,60035,7732598429,,22RWDS270045
Zero Mountain Incorporated,Refrigerated Warehousing and Storage,493120,56 Peninsula Dr,Mount Ida,Montgomery,AR,71957,8708673157,,22RWDS270360
"Zero Mountain, Inc.",Refrigerated Warehousing and Storage,493120,8425 Highway 45,Fort Smith,Sebastian,AR,72916,4794345478,www.zeromtn.com,22RWDS270455
Zollinger Cold Storage Corp,Refrigerated Warehousing and Storage,493120,699 W 1700 S,Logan,Cache,UT,84321,4357531134,www.zollingerllc.com,22RWDS270408
Zoroco Packaging Inc.,Refrigerated Warehousing and Storage,493120,20148 Monte Way,Caldwell,Canyon,ID,83607,2084751864,www.zorocopackaging.com,22RWDS270102
