Name,NAICS_Code_Description,NAICS_Code,Address,City,State,County,Zip Code,Phone,Website,ExcessFood_TonYear_Lowest,ExcessFood_TonYear_Highest,Unique ID,Latitude,Longitude
RED RIVER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,500 NORTH CEDAR STREET,CLARKSVILLE,TX,RED RIVER,75426,(903) 427-3838,,14.74,24.27,CF1601,33.613848,-95.052186
RED RIVER PARISH JAIL,CORRECTIONAL INSTITUTIONS,922140,615 EAST CARROLL DRIVE,COUSHATTA,LA,RED RIVER,71019,(318) 932-5753,http://www.communitynotification.com/cap_main.php?office=54410,11.79,19.42,CF1411,32.01485842,-93.34072515
RED RIVER RECOVERY CENTER,CORRECTIONAL INSTITUTIONS,922140,141 PLAZA WEST,TEXARKANA,TX,BOWIE,75501,(903) 832-2100,http://bowiecountycscd.com/index_files/Page381.htm,,,CF5786,33.414183,-94.105188
RED RIVER VALLEY JUVENILE CENTER,CORRECTIONAL INSTITUTIONS,922140,600 BRUCE STREET,CROOKSTON,MN,POLK,56716,(218) 470-8327,https://www.communitycorrections-tccc.org/?SEC=03A10383-F43D-49C7-A887-613F2C4783F0,2.48,4.09,CF259,47.771442,-96.6251115
RED ROCK CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,1750 EAST ARICA ROAD,ELOY,AZ,PINAL,85131,(520) 464-3800,http://www.cca.com/locations,310.25,511.00,CF4509,32.807979,-111.5201745
RED WILLOW COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,516 NORRIS AVE,MCCOOK,NE,RED WILLOW,69001,(308) 345-8682,http://www.rwsheriff.org/services,4.65,7.67,CF644,40.202253,-100.6262235
REDGRANITE CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,1006 COUNTY RD EE,REDGRANITE,WI,WAUSHARA,54970,(920) 566-2600,https://doc.wi.gov/Pages/OffenderInformation/AdultInstitutions/RedgraniteCorrectionalInstitution.aspx,153.57,252.95,CF3897,44.05395193,-89.10481631
REDONDO BEACH JAIL,CORRECTIONAL INSTITUTIONS,922140,401 DIAMOND STREET,REDONDO BEACH,CA,LOS ANGELES,90277,(310) 318-0616,https://www.redondo.org/depts/police/police_services/jail/default.asp,,,CF5787,33.845247,-118.388439
REDWOOD COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,303 EAST 3RD STREET,REDWOOD FALLS,MN,REDWOOD,56283,(507) 637-4036,https://redwoodcounty-mn.us/departments/sheriffs-department/,3.26,5.37,CF377,44.53983,-95.1154515
RE-ENTRY CENTER OF OCALA,CORRECTIONAL INSTITUTIONS,922140,2006 NORTHEAST 8TH RD,OCALA,FL,MARION,34470,(352) 662-9593,http://www.reentrycenterofocala.com/,,,CF5788,29.207358,-82.128969
REEVES COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,500 S OAK ST,PECOS,TX,REEVES,79772,,http://www.reevescountysheriff.org/,13.03,21.46,CF1503,31.42355841,-103.4943616
REEVES COUNTY JUVENILE DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,52 COUNTY ROAD 204,PECOS,TX,REEVES,79772,,,,,CF5789,31.391109,-103.533408
REFUGIO COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,808 COMMERCE STREET,REFUGIO,TX,REFUGIO,78377,(361) 526-1698,,9.31,15.33,CF1213,28.296711,-97.275861
REGIONAL YOUTH EDUCATIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,740 EAST GILBERT STREET,SAN BERNARDINO,CA,SAN BERNARDINO,92415,(909) 387-6933,,3.10,5.11,CF358,34.12684521,-117.2715364
RENEWAL INCORPORATED,CORRECTIONAL INSTITUTIONS,922140,704 SECOND AVE,PITTSBURGH,PA,ALLEGHENY,15219,,http://renewalinc.com/,,,CF5790,40.435209,-79.9942545
RENEWAL INCORPORATED - MALE OFFENDERS,CORRECTIONAL INSTITUTIONS,922140,339 BOULEVARD OF THE ALLIES,PITTSBURGH,PA,ALLEGHENY,15222,,http://renewalinc.com/,,,CF5791,40.43817,-80.00073
RENO COUNTY CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,1800 SEVERANCE,HUTCHINSON,KS,RENO,67501,(620) 694-2741,https://www.renogov.org/183/Sheriff,,,CF5792,38.03078907,-97.9129056
RENO COUNTY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,219 W 2ND AVE,HUTCHINSON,KS,RENO,67501,(620) 694-2500,https://www.renogov.org/directory.aspx?did=6,3.26,5.37,CF378,38.054331,-97.9371045
RENSSELAER COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,4000 MAIN ST,TROY,NY,RENSSELAER,12180,(518) 266-1900,http://www.rensco.com/departments/sheriff/bureau-of-corrections/,73.37,120.85,CF3263,42.709338,-73.700793
RENVILLE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,104 4TH STREET S,OLIVIA,MN,RENVILLE,56277,(320) 523-3600,http://www.renvillecountymn.com/sheriff/divisions/index.php,11.17,18.40,CF1379,44.77617,-94.9816485
REPUBLIC COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1815 M STREET,BELLEVILLE,KS,REPUBLIC,66935,(785) 527-5655,http://republiccounty.org/main/sheriff,,,CF5793,39.82329,-97.6301505
"RESIDENTIAL CORRECTIONAL FACILITY, DAVENPORT",CORRECTIONAL INSTITUTIONS,922140,1330 WEST 3RD STREET,DAVENPORT,IA,SCOTT,52802,(563) 324-2131,https://doc.iowa.gov/about-us/about-community-based-corrections/7th-judicial-district,9.93,16.35,CF1274,41.52267,-90.593289
REX THOMPSON MINIMUM SECURITY UNIT (LARC),CORRECTIONAL INSTITUTIONS,922140,15151 HWY 39,LEXINGTON,OK,CLEVELAND,73051,(405) 527-5676,http://doc.ok.gov/state-institutions,41.42,68.22,CF2773,35.01500196,-97.21905151
REYNOLDS COUNTY SHERIFF'S DEPARTMENT,CORRECTIONAL INSTITUTIONS,922140,2319 GREEN STREET,CENTERVILLE,MO,REYNOLDS,63633,(573) 648-2491,https://www.facebook.com/pages/category/Law-Enforcement-Agency/Reynolds-County-Sheriffs-Office-417366305287008/,2.48,4.09,CF260,37.43690033,-90.95850372
REYNOLDS WORK RELEASE,CORRECTIONAL INSTITUTIONS,922140,410 4TH AVE,SEATTLE,WA,KING,98104,(206) 464-6320,https://www.doc.wa.gov/corrections/incarceration/work-release/locations.htm#reynolds,15.36,25.29,CF1667,47.602233,-122.3288865
RHEA COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,444 2ND AVE,DAYTON,TN,RHEA,37321,(423) 775-7837,http://rheacountytn.gov/divisions/,13.50,22.23,CF1530,35.495334,-85.0140135
RHEA COUNTY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1169 MARKET STREET,DAYTON,TN,RHEA,37321,(423) 775-1556,,,,CF5794,35.491266,-85.015728
RI TRAINING SCHOOL / YOUTH DEVELOPMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,57 POWER RD,CRANSTON,RI,PROVIDENCE,02920,(401) 462-7390,http://www.dcyf.ri.gov/juvenile_corrections.php,,,CF4752,41.74658991,-71.4594117
RICE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1482 W. HIGHWAY 56,LYONS,KS,RICE,67554,(620) 257-7877,https://ricecounty.us/departments/sheriff/,11.17,18.40,CF1380,38.34772994,-98.22378767
RICE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,118 3RD STREET NW,FARIBAULT,MN,RICE,55021,(507) 332-6021,http://www.co.rice.mn.us/279/Jail,,,CF5795,44.293806,-93.2705775
RICE COUNTY JAIL ANNEX,CORRECTIONAL INSTITUTIONS,922140,2119 WEST HWY 60,FARIBAULT,MN,RICE,55021,(507) 332-6100,http://www.co.rice.mn.us/208/Sheriffs-Office,,,CF5796,44.293455,-93.3012585
RICH COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,20 S MAIN ST,RANDOLPH,UT,RICH,84064,,https://www.richcountyut.org/sheriff/,,,CF5797,41.665059,-111.1846815
RICH HILL YOUTH DEVELOPMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,501 NORTH 14TH STREET,RICH HILL,MO,BATES,64779,(417) 395-4810,,3.72,6.13,CF452,38.1006585,-94.3513122
RICHARD A HANDLON CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,1728 BLUEWATER HWY,IONIA,MI,IONIA,48846,(616) 527-3100,"http://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385---,00.html",201.20,331.38,CF4180,42.980976,-85.10265
RICHARD L BEAN JUVENILE SERVICE CENTER,CORRECTIONAL INSTITUTIONS,922140,3321 DIVISION ST,KNOXVILLE,TN,KNOX,37919,(865) 215-6500,https://www.knoxcounty.org/juvenilecourt/,,,CF5798,35.95535268,-83.96109688
RICHARDSON COUNTY LAW ENFORCEMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,65086 706 TRAIL,FALLS CITY,NE,RICHARDSON,68355,(402) 245-2479,https://co.richardson.ne.us/webpages/sheriff/sheriff.html,4.03,6.64,CF525,40.06569887,-95.61769363
RICHLAND CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,1001 OLIVESBURG RD,MANSFIELD,OH,RICHLAND,44905,(419) 526-2100,https://www.drc.ohio.gov/rici,326.85,538.34,CF4530,40.783824,-82.500039
RICHLAND COUNTY ATTENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,411 S DIAMOND ST,MANSFIELD,OH,RICHLAND,44902,(419) 774-5578,https://www.rcjcoh.org/detention-facility,,,CF5799,40.748814,-82.508931
RICHLAND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,300 12TH AVENUE NW,SIDNEY,MT,RICHLAND,59270,(406) 433-2919,http://www.richland.org/index.aspx?nid=411,2.64,4.34,CF1214,47.71944,-104.1727005
RICHLAND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,211 WEST MARKET STREET,OLNEY,IL,RICHLAND,62450,(618) 395-7481,http://www.richlandcso.com/default.htm,9.31,15.33,CF279,38.73038135,-88.0857088
RICHLAND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,73 E 2ND ST,MANSFIELD,OH,RICHLAND,44902,(419) 774-5678,https://www.richlandcountyoh.gov/departments/corrections.php,41.26,67.96,CF2770,40.757328,-82.5128415
RICHLAND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,181 W SEMINARY ST,RICHLAND CENTER,WI,RICHLAND,53581,(608) 647-2106,https://sheriff.co.richland.wi.us/jail-information/,,,CF5800,43.334559,-90.3861315
RICHLAND COUNTY SHERIFF'S DEPARMENT,CORRECTIONAL INSTITUTIONS,922140,413 3RD AVENUE NORTH,WAHPETON,ND,RICHLAND,58075,(701) 642-7717,https://co.richland.nd.us/sheriff-jail,,,CF5801,46.265832,-96.6061395
RICHLAND PARISH DETENTION CENTER-UNIT I,CORRECTIONAL INSTITUTIONS,922140,474 HWY 15,RAYVILLE,LA,RICHLAND,71269,(318) 248-3020,https://doc.louisiana.gov/location/richland-parish-detention-center-females/,56.16,92.49,CF3055,32.388408,-91.96578
RICHLAND PARISH DETENTION CENTER-UNIT II,CORRECTIONAL INSTITUTIONS,922140,456 HIGHWAY 15,RAYVILLE,LA,RICHLAND,71269,(318) 248-3057,https://doc.louisiana.gov/location/richland-parish-detention-center-males/,55.53,91.47,CF3046,32.38824288,-91.96335959
RICHMOND CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,1701 FAIRFIELD WAY,RICHMOND,VA,RICHMOND (CITY),23223,(804) 646-4464,http://www.ci.richmond.va.us/Sheriff/CommunityRelations.aspx#.XlPfFTFKhaQ,160.09,263.68,CF3945,37.547793,-77.423463
RICHMOND COUNTY CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,2314 TOBACCO RD,AUGUSTA,GA,RICHMOND,30906,(706) 798-5572,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50000237.html,54.29,89.43,CF3030,33.373593,-82.039068
RICHMOND COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1 COURT STREET,ROCKINGHAM,NC,RICHMOND,28379,(910) 997-8264,https://www.richmondcountysheriff.net/165/Jail,11.17,18.40,CF1381,34.93710982,-79.77321481
RICHMOND JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1700 OLIVER HILL WAY,RICHMOND,VA,RICHMOND (CITY),23219,(804) 646-2937,http://www.vjda.org/member-facilities/richmond-juvenile-detention-center/,9.31,15.33,CF1215,37.549197,-77.424507
RICHWOOD CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,180 PINE BAYOU CIRCLE,RICHWOOD,LA,OUACHITA,71202,(318) 325-8409,http://www.lasallecorrections.com/our-locations-table/,175.14,288.46,CF4037,32.45834167,-92.07905981
RIDGE VIEW YOUTH SERVICES CENTER,CORRECTIONAL INSTITUTIONS,922140,28101 EAST QUINCY AVE,WATKINS,CO,ARAPAHOE,80137,(303) 766-3000,https://ridgeviewacademy.com/,77.56,127.75,CF3312,39.659373,-104.6722005
RIDGELAND CORRECTIONAL INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,5 CORRECTIONAL RD,RIDGELAND,SC,JASPER,29936,(803) 896-3200,http://www.doc.sc.gov/institutions/institutions.html,157.30,259.08,CF3927,32.496201,-80.967672
RIDGEVIEW COMMUNITY FACILITY,CORRECTIONAL INSTITUTIONS,922140,1726 JEROME AVENUE,YAKIMA,WA,YAKIMA,98902,(509) 575-2736,https://www.dcyf.wa.gov/services/juvenile-rehabilitation/residential-facilities,1.71,2.81,CF140,46.607625,-120.5323605
RIFLE CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,200 COUNTY ROAD 219,RIFLE,CO,GARFIELD,81650,(970) 625-7578,https://www.colorado.gov/pacific/cdoc/address-and-phone-number-information,29.78,49.06,CF2396,39.65112768,-107.7812439
RILEY COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,1001 SOUTH SETH CHILD ROAD,MANHATTAN,KS,RILEY,66502,(785) 537-2112,http://www.rileycountypolice.org/,22.80,37.56,CF2121,39.170322,-96.6024855
RINGGOLD COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,801 WEST SOUTH STREET,MOUNT AYR,IA,RINGGOLD,50854,(641) 464-3921,http://ringgoldcountyia.wixsite.com/ringgold-county/sheriff,,,CF5802,40.71078541,-94.24526831
RIO ARRIBA COUNTY ADULT DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,2 MAIN ST,TIERRA AMARILLA,NM,RIO ARRIBA,87575,(575) 588-7350,http://www.rio-arriba.org/departments_and_divisions/detention.html,21.72,35.77,CF2071,36.3988509,-106.4946496
RIO BLANCO COUNTY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,355 4TH STREET,MEEKER,CO,RIO BLANCO,81641,(970) 878-9550,http://www.co.rio-blanco.co.us/297/Sheriffs-Office,,,CF5803,40.03834969,-107.9111392
RIO COSUMNES CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,12500 BRUCEVILLE ROAD,ELK GROVE,CA,SACRAMENTO,95757,(916) 874-1927,https://www.sacsheriff.com/pages/organization/rccc/rccc.aspx,,,CF5804,38.306691,-121.421736
RIO GRANDE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,640 CHERRY STREET,DEL NORTE,CO,RIO GRANDE,81132,(719) 657-4000,https://www.riograndecounty.org/departments/elected-officials/sheriff,,,CF5805,37.67702306,-106.3506661
RIO GRANDE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1001 SAN RIO BOULEVARD,LAREDO,TX,WEBB,78046,(956) 728-6600,"https://www.geogroup.com/Locations, https://www.ice.gov/detention-facility/rio-grande-detention-center",294.74,485.45,CF4475,27.378468,-99.489456
RIPLEY COUNTY JAIL / SHERIFF,CORRECTIONAL INSTITUTIONS,922140,210 N MONROE ST,VERSAILLES,IN,RIPLEY,47042,(812) 689-3437,http://www.ripleycounty.com/sheriff/,,,CF5806,39.072456,-85.24962
RITCHIE COUNTY SHERIFF'S DEPARTMENT,CORRECTIONAL INSTITUTIONS,922140,109 WEST NORTH STREET,HARRISVILLE,WV,RITCHIE,26362,(304) 643-2262,https://ritchiecounty.wv.gov/countygovernmentagencies/Pages/sheriff.aspx,,,CF5807,39.21046471,-81.05378908
RIVER BEND DETENTION CENTER PHASE I (FEMALE),CORRECTIONAL INSTITUTIONS,922140,9482 US HWY 65 S,LAKE PROVIDENCE,LA,EAST CARROLL,71254,(318) 559-5980,https://www.ecsheriff.com/contact.php,40.95,67.45,CF2762,32.77822447,-91.17865154
RIVER BEND DETENTION CENTER PHASE II (MALE),CORRECTIONAL INSTITUTIONS,922140,9450 HWY 65 S,LAKE PROVIDENCE,LA,EAST CARROLL,71254,(318) 559-5980,https://www.ecsheriff.com/contact.php,174.67,287.69,CF4032,32.77927246,-91.17862906
RIVER CITY CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,3220 COLERAIN AVE,CINCINNATI,OH,HAMILTON,45225,(513) 946-6800,https://www.drc.ohio.gov/river-city,34.13,56.21,CF2556,39.141738,-84.536631
RIVER CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,26362 HWY 15,FERRIDAY,LA,CONCORDIA,71334,(318) 757-2154,http://www.lasallecorrections.com/our-locations-table/,93.39,153.81,CF3488,31.59888094,-91.55734757
RIVER NORTH CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,329 DELL BROOK LANE,INDEPENDENCE,VA,GRAYSON,24348,(276) 773-2518,https://vadoc.virginia.gov/facilities-and-offices/,155.13,255.50,CF3913,36.61488,-81.125109
RIVER VALLEY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,3200 MCDONOUGH STREET,JOLIET,IL,WILL,60436,(815) 730-7070,http://www.rivervalleydetention.com/index.htm,15.82,26.06,CF1727,41.513481,-88.158411
RIVERBEND CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,196 LAYING FARM ROAD,MILLEDGEVILLE,GA,BALDWIN,31061,(478) 414-2300,https://www.geogroup.com/Locations,246.34,405.73,CF4358,33.027588,-83.219058
RIVERBEND MAXIMUM SECURITY INSTITUTION,CORRECTIONAL INSTITUTIONS,922140,7475 COCKRILL BEND BLVD,NASHVILLE,TN,DAVIDSON,37243,(615) 350-3100,https://www.tn.gov/correction/sp/state-prison-list.html,125.34,206.44,CF3731,36.184536,-86.901876
RIVERBEND TREATMENT CENTER,CORRECTIONAL INSTITUTIONS,922140,5910 MITCHELL AVE,SAINT JOSEPH,MO,BUCHANAN,64507,(816) 387-2917,,4.65,7.67,CF645,39.75535547,-94.7565701
RIVERSIDE CCC,CORRECTIONAL INSTITUTIONS,922140,3001 BEAVER AVENUE,PITTSBURGH,PA,ALLEGHENY,15233,(412) 761-1955,,,,CF5808,40.47041175,-80.0394355
RIVERSIDE CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,8151 STATE ROAD,PHILADELPHIA,PA,PHILADELPHIA,19136,(215) 685-8956,http://www.phila.gov/PRISONS/Pages/default.aspx,127.82,210.53,CF3747,40.0338494,-75.01697117
RIVERSIDE COUNTY BLYTHE JAIL,CORRECTIONAL INSTITUTIONS,922140,260 NORTH SPRING STREET,BLYTHE,CA,RIVERSIDE,92225,(760) 921-5780,http://www.riversidesheriff.org/corrections/,,,CF5809,33.61311,-114.598017
RIVERSIDE COUNTY INDIO JAIL,CORRECTIONAL INSTITUTIONS,922140,46057 OASIS STREET,INDIO,CA,RIVERSIDE,92201,(760) 863-8252,http://www.riversidesheriff.org/corrections/,,,CF5810,33.714135,-116.2211445
RIVERSIDE COUNTY JUVENILE HALL,CORRECTIONAL INSTITUTIONS,922140,3933 HARRISON STREET,RIVERSIDE,CA,RIVERSIDE,92503,(951) 358-4200,https://probation.co.riverside.ca.us/contact/institutions.aspx,29.01,47.78,CF2359,33.919461,-117.453438
RIVERSIDE RECOVERY & REENTRY PROGRAM,CORRECTIONAL INSTITUTIONS,922140,2 RIVERSIDE ROAD,BOULDER,MT,JEFFERSON,59632,(406) 225-4500,http://cor.mt.gov/FamilyFriends/Visiting,3.41,5.62,CF396,46.22623464,-112.1167723
RIVERSIDE REGIONAL JAIL,CORRECTIONAL INSTITUTIONS,922140,500 FOLAR TRAIL,NORTH PRINCE GEORGE,VA,PRINCE GEORGE,23860,(804) 524-6600,https://rrjva.org/wp/,212.83,350.55,CF4227,37.307943,-77.34168
RIVERSIDE RESIDENTIAL CENTER,CORRECTIONAL INSTITUTIONS,922140,1415 N PENNSYLVANIA ST,INDIANAPOLIS,IN,MARION,46202,,,19.24,31.68,CF1931,39.786453,-86.155524
RIVERVIEW CORRECTIONAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,1110 TIBBITS DR,OGDENSBURG,NY,ST. LAWRENCE,13669,(315) 393-8400,https://doccs.ny.gov/location/riverview-correctional-facility,136.82,225.35,CF3800,44.718291,-75.437892
RIVERVIEW PSYCHIATRIC CENTER,CORRECTIONAL INSTITUTIONS,922140,250 ARSENAL STREET,AUGUSTA,ME,KENNEBEC,04330,(207) 624-3900,http://www.maine.gov/dhhs/riverview/index.shtml,14.27,23.51,CF1575,44.300538,-69.7694985
RMC WORK CAMP,CORRECTIONAL INSTITUTIONS,922140,P.O. BOX 628,LAKE BUTLER,FL,UNION,32054,(386) 496-4050,http://www.dc.state.fl.us/org/facilitydir.html,67.01,110.38,CF3203,30.020115,-82.34274
ROACH UNIT,CORRECTIONAL INSTITUTIONS,922140,15845 FM 164,CHILDRESS,TX,CHILDRESS,79201,(940) 937-6364,http://www.tdcj.state.tx.us/unit_directory/index.html,214.69,353.61,CF4237,34.425288,-100.2747825
ROANE COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,230 NORTH THIRD STREET,KINGSTON,TN,ROANE,37763,(865) 717-4519,http://www.roanesheriff.org/,26.37,43.44,CF2278,35.87215065,-84.51468478
ROANE COUNTY SHERIFF DEPARTMENT,CORRECTIONAL INSTITUTIONS,922140,200 MAIN ST,SPENCER,WV,ROANE,25276,(304) 927-3410,http://www.roanewv.com/cms.aspx?Name=Sheriff,,,CF5811,38.80165143,-81.35016302
ROANOKE CITY JAIL,CORRECTIONAL INSTITUTIONS,922140,324 CAMPBELL AVE,ROANOKE,VA,ROANOKE (CITY),24016,(540) 853-2621,https://www.roanokeva.gov/955/Roanoke-City-Jail,,,CF5812,37.271331,-79.946514
ROANOKE COUNTY / SALEM JAIL,CORRECTIONAL INSTITUTIONS,922140,401 E MAIN ST,SALEM,VA,SALEM,24153,(540) 283-3145,https://www.roanokecountyva.gov/776/Jail-Division,16.75,27.59,CF1782,37.294218,-80.0534745
ROANOKE VALLEY JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,498 COYNER SPRINGS RD,ROANOKE,VA,BOTETOURT,24012,(540) 561-3840,http://www.vjda.org/member-facilities/roanoke-valley-juvenile-detention-center/,12.57,20.70,CF1476,37.342575,-79.859466
ROBERT A DEYTON DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,"11866 HASTINGS BRIDGE RD, PO BOX 429",LOVEJOY,GA,CLAYTON,30250,(770) 305-8000,https://www.geogroup.com/Locations,119.14,196.22,CF3691,33.43397446,-84.30665132
ROBERT E DENIER YOUTH SERVICES CENTER,CORRECTIONAL INSTITUTIONS,922140,720 TURNER DRIVE,DURANGO,CO,LA PLATA,81303,(970) 353-2781,http://robertedeniercenter.com/,1.40,2.30,CF99,37.246275,-107.878185
ROBERT E ELLSWORTH CORRECTIONAL CENTER,CORRECTIONAL INSTITUTIONS,922140,21425-A SPRING ST,UNION GROVE,WI,RACINE,53182,(262) 878-6000,https://doc.wi.gov/Pages/OffenderInformation/AdultInstitutions/RobertEllsworthCorrectionalCenter.aspx,35.68,58.77,CF2593,42.693282,-88.078563
ROBERT E. LEWIS RESIDENTIAL TREATMENT ACADEMY,CORRECTIONAL INSTITUTIONS,922140,4629 MCCLELLAN BLVD,ANNISTON,AL,CALHOUN,36206,(256) 236-7190,http://cvys.net/index.html,4.65,7.67,CF646,33.70458366,-85.82213286
ROBERT J KINSEY YOUTH CENTER,CORRECTIONAL INSTITUTIONS,922140,701 S BERKLEY ROAD,KOKOMO,IN,HOWARD,46901,(765) 457-1408,http://www.howardcountyin.gov/juvenile-services/robert-j-kinsey-youth-center,4.34,7.15,CF579,40.479246,-86.1576795
ROBERT L PERRY JUVENILE JUSTICE CENTER,CORRECTIONAL INSTITUTIONS,922140,5665 N. ROGER I. WILSON MEMORIAL DRIVE,COLUMBIA,MO,BOONE,65202,(573) 886-4450,https://www.courts.mo.gov/hosted/circuit13/courtoffices/jjchome.htm,3.26,5.37,CF379,39.01039262,-92.30555875
ROBERT L. PATTEN PROBATION DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,1009 NORTH 10TH AVENUE,LAKELAND,GA,LANIER,31635,(229) 482-8241,http://www.dcor.state.ga.us/AboutGDC/FactSheets/probation-detention-and-transitional-centers,39.09,64.39,CF2698,31.03643571,-83.06204963
ROBERT L. SHELL JUVENILE CENTER,CORRECTIONAL INSTITUTIONS,922140,2 O'HANLON PLACE,BARBOURSVILLE,WV,CABELL,25504,(304) 733-0871,https://dcr.wv.gov/facilities/Pages/juvenile-centers-and-facilities/rsjc.aspx,3.57,5.88,CF407,38.418039,-82.2917025
ROBERT N DAVOREN COMPLEX,CORRECTIONAL INSTITUTIONS,922140,11-11 HAZEN ST,EAST ELMHURST,NY,BRONX,11370,(718) 546-1500,https://www1.nyc.gov/site/doc/about/facilities.page,347.17,571.81,CF4561,40.79437698,-73.8840027
ROBERT PRESLEY DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,4000 ORANGE STREET,RIVERSIDE,CA,RIVERSIDE,92501,(951) 955-4500,http://www.riversidesheriff.org/corrections/,,,CF5813,33.978906,-117.374355
ROBERTS COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,110 SOUTH MAIN,MIAMI,TX,ROBERTS,79059,(806) 868-3121,,0.47,0.77,CF9,35.690967,-100.637982
ROBERTS COUNTY JAIL / JUVENILE DETENTION CENTER,CORRECTIONAL INSTITUTIONS,922140,11924 BIA HWY 700,SISSETON,SD,ROBERTS,57262,,,,,CF5814,45.54227272,-97.06153612
ROBERTS ROAD RESIDENTIAL FACILITY,CORRECTIONAL INSTITUTIONS,922140,3615 ROBERTS ROAD,COLORADO SPRINGS,CO,EL PASO,80907,(719) 473-3033,https://www.comcor.org/facilities/,34.90,57.49,CF2578,38.883528,-104.817645
ROBERTSDALE POLICE DEPARTMENT,CORRECTIONAL INSTITUTIONS,922140,23335 E CHICAGO STREET,ROBERTSDALE,AL,BALDWIN,36567,(251) 947-2222,http://www.robertsdale.org/police-department,,,CF5815,30.565179,-87.7131135
ROBERTSON COUNTY DETENTION FACILITY,CORRECTIONAL INSTITUTIONS,922140,311 5TH AVE E,SPRINGFIELD,TN,ROBERTSON,37172,(615) 384-7974,http://www.robertsonsheriff.com/,90.59,149.21,CF3455,36.50895217,-86.88178454
ROBERTSON COUNTY JAIL,CORRECTIONAL INSTITUTIONS,922140,113 WEST DECHERD STREET,FRANKLIN,TX,ROBERTSON,77856,(979) 828-3299,https://www.robertsoncountysherifftx.org/,8.22,13.54,CF1103,31.026438,-96.488001
ROBERTSON PRISON,CORRECTIONAL INSTITUTIONS,922140,12071 FM 3522,ABILENE,TX,JONES,79601,(325) 548-9035,http://www.tdcj.state.tx.us/unit_directory/index.html,462.89,762.41,CF4654,32.556645,-99.633402
