Name,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Phone,Facility's Website,Unique Identifier,Latitude,Longitude
New Milford Farms,60 Boardman Road,New Milford,Litchfield County,CT,06776,Yes,"Food processing waste, yard and wood waste, livestock manures and bedding, food from restaurant and meal preparation establishments, hydrolyzed plant protein from on-site landfill, compostable plastics & coatings meeting ASTM D6400 & ASTM D6868 and certif",https://portal.ct.gov/DEEP/Waste-Management-and-Disposal/Organics-Recycling/Food-Residual-Composting-Facilities,860-210-0250,https://www.garick.com/,CMP2022495,41.58801,-73.43865
Lexington Compost Site,60 Hartwell Avenue,Lexington,Middlesex County,MA,02420,,,https://recyclingworksma.com/,,,CMP20221689,42.469029,-71.255997
Jefferson County - Whitehall Transfer Site,60 Paul Gulch Road,Whitehall,Jefferson County,MT,59759,,"yard waste, limbs, brush and grass clippings",,,http://www.jeffersoncounty-mt.gov/solid_waste.html,CMP20222194,45.88461272,-112.0875549
Groton Compost Site,600 Cow Pond Brk Rd ,GROTON,Middlesex County,MA,01450,,,https://recyclingworksma.com/,,,CMP20221675,42.623271,-71.5010445
"City of Laurinburg, Type 1 Compost Facility",600 Hall Street,Laurinburg,Scotland County,NC,28352,,"yard waste, brush, clean wood",https://data-ncdenr.opendata.arcgis.com/datasets/other-permitted-solid-waste-facilities-open/explore?location=35.190866%2C-79.815746%2C7.28,(910) 276-2364,,CMP20222599,34.766706,-79.45179721
Green Waste Solution LLC,600 Heritage Rd,Felda,Hendry County,FL,,,yard waste,https://floridaforce.org/facilities/,239-834-2496,,CMP2022827,26.52972893,-81.4414548
Palo Verde Transfer Station,589 Stallard Rd,Palo Verde,Imperial County,CA,92283,,"Agricultural, Liquid Waste, Manure",https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022336,33.3748178,-114.7370954
Orbit Energy Anerobic Digester Charlotte,600 Johnson Road,Charlotte,Mecklenburg County,NC,28206,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(704) 941-0890,,CMP20222577,35.262414,-80.8115535
Granny'S Garden School Inc,600 Loveland Madeira Rd,Loveland,Hamilton County,OH,45140,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(513) 324-2873,,CMP20222885,39.264219,-84.2701365
City Of Arcata Compost Facility,600 S G St,Arcata,Humboldt County,CA,95521,,Biosolids Composting at POTWs,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022156,40.858128,-124.090515
"C-ME Recycling, Inc.",600 S. Lightville Road,Salina,Saline County,KS,67401,,Yard Waste,KDHE,7858252818,,CMP20221390,38.829231,-97.7064255
MARQUETTE CO SOLID WASTE MGMT AUTHORITY,600 COUNTY ROAD NP,MARQUETTE,Marquette County,MI,49855,Yes,Food waste,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221893,46.48948852,-87.471554
Solon Road Midwest Recycled Landscape Materials,600 Solon Rd,Bedford,Cuyahoga County,OH,44146,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(440) 352-1900,,CMP20222888,41.385492,-81.5108175
Weilnau Family Farms (579532),600' S of US 250 & Bond St intersection,Milan,Erie County,OH,44846,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 541-0412,,CMP20222886,41.292198,-82.60749
North Mankato Recycling Center,600 Webster Ave,Mankato,Nicollet County,MN,56001,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(507) 625-4141,https://www.northmankato.com/citynorthmankato/recycling-garbage-information,CMP20222038,44.18097402,-94.01626095
"Waste Management of AR, Inc. (Jefferson)",6000 Gravel Pit Road,White Hall,Jefferson County,AR,71602,,Yard waste,https://www.adeq.state.ar.us/sw/permits/facility_data.aspx#Display,(501) 982-7336,,CMP202292,34.346385,-92.184147
Bellefontaine Troy Road Composting Facility,600 S Troy Rd,Bellefontaine,Logan County,OH,43311,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(937) 592-1736,,CMP20222887,40.35474912,-83.77394963
New Whiteland WWTP,600 W Old South St,Bargersvill,Johnson County,IN,46106,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,317-535-4664,,CMP20221084,39.51872926,-86.17734184
City of Lincoln,6001 Bluff Road,Lincoln,Lancaster County,NE,,,yard waste,https://nrcne.org/resources/organics/,402-441-8102,https://www.lincoln.ne.gov/City/Departments/LTU/Utilities/Solid-Waste-Management/Facilities-and-Services/EarthFuel,CMP20222230,40.91238,-96.6362715
Springville Yard Waste Disposal Center,600 West 700 North,Springville,Utah County,UT,,,green waste,,(801) 491-2780,https://www.springville.org/public-works/yard-waste/,CMP20223442,40.17631045,-111.6227584
Minick Materials,6002 N Morgan Rd.,Oklahoma City,Canadian County,OK,73127,,"animal manure, yard waste, untreated wood, brush, clean fill dirt",,405-789-2068,https://products.minickmaterials.com/compost/,CMP20222996,35.532576,-97.6884885
DONS GARDEN SHOP,6001 E Platte Ave.,Colorado Springs,El Paso County,CO,80915,,"Class 2 (green waste, manure)",https://oitco.hylandcloud.com/CDPHERMPop/docpop/docpop.aspx,719-591-1040,,CMP2022481,38.83860499,-104.7154034
Shaker Hts Ecology Center,601 Columbus Rd,Bedford,Cuyahoga County,OH,44146,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(216) 491-3291,,CMP20222889,41.40100203,-81.51847201
Milam Rdf Compost Facility #3 ,601 Madison Road,East St. Louis,St. Clair County,IL,62201,,yard waste,https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,(618) 271-6788,,CMP20221050,38.654982,-90.1296405
"Cold Creek Compost, Inc.",6000 Potter Valley Road,Ukiah,Mendocino County,CA,95482,,Green Material Composting Facility,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022168,39.25001691,-123.1204128
CITY OF FORT SCOTT,601 N. Barbee,Fort Scott,Bourbon County,KS,66701,,Yard Waste,KDHE,6202244770,,CMP20221391,37.848672,-94.696794
"Sanford, City Of",601 N. 5Th Street,Sanford,Lee County,NC,27330,Yes,"manure, source-separated food waste, agricultural waste, yard waste",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(919) 777-1209,,CMP20222622,35.490708,-79.1719785
Woodland Park Zoo,601 North 59th St ,SEATTLE,King County,WA,98103,,manure & bedding,https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,(206) 548-2630,,CMP20223562,47.668392,-122.350878
Heisley Road Landfill Compost Facility,6011 Heisley Rd,Mentor,Lake County,OH,44060,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(216) 951-4355,,CMP20222890,41.707449,-81.3035205
Clemson/Seneca Composting Facility,601 Nimmons Bridge Road,Salem,Oconee County,SC,29678,,"Yard waste, clean wood waste, land-clearing debris,  crop field residuals",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,,,CMP20223219,34.879086,-82.92537
West Bay Landscape Inc.,6013 15th St. E,Bradenton,Manatee County,FL,,,yard waste,https://floridaforce.org/facilities/,941-753-8225,,CMP2022828,27.434448,-82.5453225
"Green Earth Matters, Inc. ",6020 Koolau Rd.,Kilauea,Kauai County,HI,96754,,Greenwaste,https://hdoa.hawaii.gov/wp-content/uploads/2019/06/DOH-List-of-Regulated-Commerical-Composting-Facilities-v2.pdf,808.645.8780,,CMP2022998,22.19251908,-159.3456614
"Dairy Compost, Inc.",6020 HANGER RD,TILLAMOOK,Tillamook County,OR,97141,,manure,https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,(503) 801-3191,https://potb.org/compost-facility/,CMP20223017,45.414621,-123.804612
"Heart & Soul Organics, LLC ",6020 Koolau Rd.,Kilauea,Kauai County,HI,96754,,"Greenwaste, taro process wastewater",https://hdoa.hawaii.gov/wp-content/uploads/2019/06/DOH-List-of-Regulated-Commerical-Composting-Facilities-v2.pdf,808.823.1007,,CMP2022994,22.19251908,-159.3456614
Ocean Co. No. Regional Compost,601 New Hampshire Avenue,Lakewood Twp,Ocean County,NJ,08701,,"Leaves, Grass, Brush",https://www.nj.gov/dep/dshw/rrtp/classcfbc.html,(732) 367-0802,,CMP20222297,40.066119,-74.1898755
Port Townsend Biosolids Compost Facility/Port Townsend WWTP*,603 County Landfill Road,Port Townsend,Jefferson County,WA,98368,,"biosolids, yard debris",https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,3603011485,,CMP20223544,48.10358274,-122.8339435
Payne's Organic Soil Yard (POSY),6037 Agua Fria St.,Santa Fe,Santa Fe County,NM,87502,Yes,"Yard trimmings, all source-separated food waste (including meat, dairy); compostable paper packaging + serviceware; pre- and post-consumer food waste",https://www.env.nm.gov/solid-waste/wp-content/uploads/sites/24/2018/04/SWB_Compost-facilities-open-Oct-28-2019.pdf,505-424-0336,https://www.paynes.com,CMP20222338,35.637822,-106.057116
Ellendale Compost Site,604 Commercial St,Ellendale,Steele County,MN,56026,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,,https://www.co.steele.mn.us/divisions/community_services/environmental_services/yard_waste_composting.php ,CMP20221984,43.871607,-93.2991165
City of Santa Cruz Resource Recovery Fac,605 Dimeo Lane,Santa Cruz,Santa Cruz County,CA,95060,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022161,36.976563,-122.1060645
The Dirtbag,6054 West 9790 South Suite A,West Jordan,Salt Lake County,UT,84081,,"manure, other",,801-260-0009,https://www.thedirtbag.com/landscaping-topsoil-compost/,CMP20223444,40.573872,-112.035546
Salt Lake Valley Compost,6030 West California Avenue,Salt Lake City,Salt Lake County,UT,84104,Yes,"yard waste, pre-consumer food waste, some paper products",https://documents.deq.utah.gov/waste-management-and-radiation-control/solid-waste/DSHW-2019-015532.pdf,,https://slco.org/landfill/compost/                                                                                                                                                                                                       ,CMP20223443,40.740867,-112.0348395
Blooming Prairie city of,606 5th St NE,Blooming Prairie,Steele County,MN,55917,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(507) 583-7573,https://www.co.steele.mn.us/divisions/community_services/environmental_services/yard_waste_composting.php ,CMP20221960,43.87247766,-93.04695561
Yarmouth Compost Site,606 Forest Rd,Yarmouth,Barnstable County,MA,02664,,,https://recyclingworksma.com/,,,CMP20221788,41.684967,-70.2187065
Rawlins County,607 Main St.,Atwood,Rawlins County,KS,67730,,Yard Waste,KDHE,,,CMP20221392,39.808125,-101.039607
Kurtz Bros Inc - Westerville Facility,6055 Westerville Rd,Westerville,Franklin County,OH,43081,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222892,40.096359,-82.926153
"R&M Farm Service, Inc.",6041 Brandt Rd.,Buttonwillow,Kern County,CA,93206,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022349,35.420616,-119.385324
Waupaca Regional Recycling & Compost Center,608 Lakeside Parkway,Waupaca,Waupaca County,WI,54981,,"YARD, BARK/BRUSH",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=88,7152584421,,CMP20223826,44.345637,-89.0945505
Genesee North Pit,6080 Genesee Street,Lancaster,Erie County,NY,14086,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv56,7166514642,,CMP20222422,42.944688,-78.613083
ANGELINA  AND NECHES RIVER AUTHORITY COMPOSTING FACILITY,609 HWY 79 NORTH,Jacksonville,Cherokee County,TX,75766,,"biosolids, tree trimming, wood waste",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,https://www.anra.org/divisions/compost/ncf/index.html,CMP20223382,31.96475167,-95.26691595
RJM DEVELOPMENT LLC,6099 SHINN RD ,PORT SAINT LUCIE ,St. Lucie County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(772) 678-1661 ,,CMP2022829,27.356283,-80.477001
Kern Valley Recycling/Transfer Station,6092 Wulstein Avenue,Kernville,Kern County,CA,93238,,Green Material Composting Facility,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022277,35.70787269,-118.4154029
City of Norfolk,610 E Monroe Ave,Norfolk,Madison County,NE,68701,,yard waste,https://nrcne.org/resources/organics/,402-844-2231,https://norfolkne.gov/government/departments/solid-waste-division/solidwaste-recycling/solidwaste-composting-yard-and-food-wastes.html,CMP20222231,42.0110257,-97.39711461
City of Rochester Composting,610 Monticello Rd,Rochester,Fulton County,IN,46975,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,574-835-7025,,CMP20221163,41.078592,-86.223222
City of North Augusta,61 Claypit Road,North Augusta,Aiken County,SC,29841,,"Yard waste, clean wood waste, land-clearing debris,  crop field residuals",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,,,CMP20223220,33.508755,-81.9401625
Knott Pit Landfill Compost Facility,61050  SE 27TH ST,BEND,Deschutes County,OR,97702,Yes,"Food (Non-Vegetative), yard debris, clean wood",https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,(541) 317-3163,,CMP20223026,44.01517088,-121.2589084
Madison Transfer Station,611 E Ivy Tech Dr  ,Madison,Jefferson County,IN,47250,,Yard waste,https://www.in.gov/idem/waste/files/permits_issued_reg_facilities_composting.pdf,,,CMP20221142,38.78064528,-85.37496973
Pottawatomie County,612 East Campbell Street,Westmoreland,Pottawatomie County,KS,66549,,Yard Waste,KDHE,,,CMP20221394,39.40011,-96.408954
Curtis Windsor,612 E. Saint John St.,GIRARD,Crawford County,KS,,Yes,"Yard Waste, Source-Separated (Food Scraps, Cardboard, Office Paper)",KDHE,,,CMP20221393,37.514133,-94.8352095
Lockport Compost,611 West Jackson Street,Lockport,Niagara County,NY,14095,,Biosolids,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv86,7164331613,,CMP20222458,43.184484,-78.7041495
CITY OF BAY CITY,614 RIVER ROAD,BAY CITY,Bay County,MI,48708,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221831,43.54761081,-83.89086289
Recology Blossom Valley Organics N Hamme,6133 Hammet Court,Modesto,Stanislaus County,CA,95358,,Green Material Composting Facility,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022357,37.727856,-121.108338
CITY OF NEW PORT RICHEY,6132 PINE HILL RD ,PORT RICHEY ,Pasco County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(727) 841-4556 ,,CMP2022830,28.272114,-82.713204
Southold Town Transfer Station,6155 Cox Lane,Cutchogue,Suffolk County,NY,11935,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv144,6317347685,,CMP20222527,41.03176209,-72.49636818
Morris County Solid Waste Dept.,614 U.S. Hwy 56,,Morris County,KS,66846,,Yard Waste,KDHE,,,CMP20221395,38.667465,-96.4485
CITY OF BIG RAPIDS COMPOST FACILITY,614 S 3RD AVE,BIG RAPIDS,Mecosta County,MI,49307,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221832,43.69850199,-85.47150695
Pawnee County - Larned,615 E. 10th Street,Larned,Pawnee County,KS,67550,,Yard Waste,KDHE,,,CMP20221396,38.1838263,-99.0913094
CITY OF MARSHALL GARAGE,619 HOMER RD,MARSHALL,Calhoun County,MI,49068,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221894,42.260022,-84.951225
City of Kiowa,618 Main St,Kiowa,Barber County,KS,67070,,Yard Waste,KDHE,,,CMP20221397,37.017279,-98.486109
MCKAYS FARM LLC,6180 GRAND BLANC RD,SWARTZ CREEK,Genesee County,MI,48473,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221931,42.913908,-83.796714
LC Compost Solutions LLC,6190 Glass Drive,Helena,Lewis and Clark County,MT,59602,,"animal carcasses, wood chips",https://discover-mtdeq.hub.arcgis.com/datasets/MTDEQ::montana-solid-waste-sites/explore?location=46.611451%2C-110.021200%2C6.87&showTable=true,,https://www.lccompostsolutions.com/,CMP20222197,46.729278,-112.011192
Shrewsbury Landfill Compost ,620 Hartford Tpk,Shrewsbury,Worcester County,MA,01545,,,https://recyclingworksma.com/,,,CMP20221741,42.261957,-71.6900175
MarBorg Green Waste Recycling Facility,620 Quinientos Street,Santa Barbara,Santa Barbara County,CA,93103,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022291,34.418637,-119.681145
B-Sharp Property Maintenance,6161 S Main St,Green,Summit County,OH,44216,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(330) 882-1999,,CMP20222893,40.922487,-81.534672
BR Mulch Inc,620 Ginghamsburg Rd,Tipp City,Miami County,OH,45371,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222894,39.927222,-84.187611
Rockford Composting Facility/Cherry Valley ,6200 Baxter Road,Cherry Valley,Winnebago County,IL,61016,,yard waste,https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,,,CMP20221058,42.169941,-88.993467
R&D RECYCLING AND SALES,6200 W DOBBINS RD,Laveen,Maricopa County,AZ,85339,,,https://adeq.maps.arcgis.com/apps/mapviewer/index.html?layers=c5abba8704814402bda811f5812405fd,,,CMP202229,33.363414,-112.194459
Paradise Lawn Care Inc,6203 Akron Rd,Smithville,Wayne County,OH,44677,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222895,40.875615,-81.838314
Paradise Composting (Yard Waste Only),6203 Akron Road,Smithville,Wayne County,OH,44677,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(330) 669-3141,http://www.paradiselawncareinc.com/compost-drop-off/,CMP20222896,40.875615,-81.838314
Fort Wayne Biosolids Handling Facility,6202 Lake Avenue,Fort Wayne,Allen County,IN,,,"biosolids, leaves",,,https://utilities.cityoffortwayne.org/about/facilities/biosolids,CMP20221190,41.085,-85.0629465
NEW EARTH GRAND PARKWAY COMPOSTING,6205 FM 2855,BROOKSHIRE,Waller County,TX,77423,Yes,"wastewater solids, source-separated MSW organics, paper production waste; source-separated food waste; w/ or w/o yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223383,29.86142905,-95.8905068
Ivey Construction Inc,621 N Oak Park Rd,Mineral Point,Iowa County,WI,,,,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=42,6085767463,,CMP20223692,42.84729188,-90.24073562
Dodge County Transfer Station and MSW Compost Facility,62236 240th Ave,Kasson,Dodge County,MN,55944,,"Yard Waste, fruit & vegetable waste (e.g. corn feed waste)",http://www.mncompostingcouncil.org/find-a-compost-site.html,,https://www.co.dodge.mn.us/departments/compost_yard_waste/index.php,CMP20221976,44.04645,-92.7552465
Riley County,6215 Tuttle Creek Blvd,,Riley County,KS,66503,,Yard Waste,KDHE,,,CMP20221398,39.250854,-96.6552435
Lula Farms,6238 Athens St.,Lula,Hall County,GA,30554,,,https://epd.georgia.gov/search?search=solid+waste+facilities&sm_site_name=epd,770-869-9400,,CMP2022955,34.397667,-83.671398
Put-In-Bay Township,624 Trenton Avenue,Put-in-Bay,Ottawa County,OH,43456,Yes,"Food, yard waste, animals, manure, containers",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 285-2292,,CMP20222897,41.646789,-82.8341415
Hollins Organic,6247 Falls Rd,Baltimore,Baltimore County,MD,21209,,"Yard waste, natural wood waste",https://www.mdrecycles.org/recycling-directory/?sec=food-waste-and-organics,410-828-0210,http://www.hollinsorganic.com/wood-waste-recycling,CMP20221613,39.384891,-76.656654
Buberl Black Dirt Inc,6211 Lake Elmo Ave,Stillwater,Washington County,MN,55082,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(612) 598-8193,http://www.rickbuberlandsonblackdirt.com/,CMP20221963,45.039285,-92.882106
Sullivan Vil,625 Bakertown Rd,Sullivan,Jefferson County,WI,53178,,YARD,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=106,2625932388,,CMP20223792,43.013565,-88.5908655
Eastern Sanitary Landfill Solid Waste Management Facility ,6259 Days Cove Road,White Marsh,Baltimore County,MD,21162,,Yard trimmings,https://mde.maryland.gov/programs/Land/RecyclingandOperationsprogram/Pages/composting.aspx,410-887-3188,,CMP20221596,39.393036,-76.3875
Kirkland Pit,6261 Kirkland Rd,Bascom,Jackson County,FL,,,yard waste,https://floridaforce.org/facilities/,850-482-9629,,CMP2022831,30.92382139,-85.07012452
Eastern Sanitary Landfill,6259 Days Cove Road,White Marsh,Baltimore County,MD,21161,,Yard waste,https://www.pubs.ext.vt.edu/content/dam/pubs_ext_vt_edu/452/452-230/SPES-51.pdf,410-887-2000,,CMP20221591,39.393036,-76.3875
Rogue Compost Facility,6260 DRY CREEK RD,EAGLE POINT,Jackson County,OR,97524-7914,,yard debris,https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,541-779-4161,https://roguecompost.com/how-its-made,CMP20223040,42.384924,-122.7735405
City of Northwood CF,627 Central Ave,Northwood,Worth County,IA,50459,,,https://programs.iowadnr.gov/solidwaste/reports/DocumentDNA,,,CMP20221260,43.443819,-93.222342
Kurtz Bros Inc,6279 Houchard Rd,Amlin,Franklin County,OH,43002,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(614) 491-0868,,CMP20222898,40.098582,-83.201886
Snowstorm LLC,6287 Maple Grove Rd,Duluth,St. Louis County,MN,55810,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(218) 729-7021,,CMP20222076,46.80837,-92.342952
City Of Plymouth - Compost Site,625 County Road Pp,Plymouth,Sheboygan County,WI,53073,,"YARD, BARK/BRUSH",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=276,9208931471,,CMP20223634,43.730397,-87.97221
West Marin Compost,6290 Nicasio Valley Rd.,Nicasio,Marin County,CA,94946,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022443,38.083725,-122.706108
OCRRA - Amboy Site,6296 Airport Road,Camillus,Onondaga County,NY,13209,Yes,"Yard Waste; Food Scraps; Non-recognizable Food Processing Waste, Brush, Paper Products",https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv98,3155156379,https://ocrra.org/locations/compost-locations/#acceptable,CMP20222493,43.07553,-76.268295
GASTON'S TREE DEBRIS RECYCLING LLC-DELEON SPRINGS,6275 STATE ROAD 11 ,DE LEON SPRINGS ,Volusia County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(352) 378-3348 ,,CMP2022832,29.222082,-81.317295
WHITTLESEY LANDSCAPE SUPPLIES & RECYCLING INC,629 DALTON LN,AUSTIN,Travis County,TX,78742,,"*yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223384,30.235113,-97.6635225
SKB Environmental - Malcom Transfer Station,630 Malcolm Ave SE,Minneapolis,Hennepin County,MN,55414,Yes,"Yard waste, food waste",,,https://www.skbinc.com/processing-recycling/organic-waste.html,CMP20222072,44.974647,-93.20859
Living Earth,6323 Rutledge Pike,Knoxville,Knox County,TN,37924,,"clean brush, leaves and grass, garden trimmings",,,https://www.livingearth.net/green-recycling/,CMP20223276,36.03906,-83.8359135
Mid Maine Solid Waste Assoc,63 Airport Rd,DEXTER,Penobscot County,ME,04930,,yard waste,https://www.maine.gov/dep/ftp/reports/leaf-and-yard-compost.pdf,,,CMP20221552,44.99361,-69.2737245
SeaCoast Compost,63073 SEVEN DEVILS RD,CHARLESTON,Coos County,OR,97420,Yes,"seafood by-products, manure, wood chips",https://www.deq.state.or.us/lq/sw/disposal/permittedfacilities.htm,541-888-6757,https://redefiningcompost.com/,CMP20223042,43.31754,-124.3461285
MADISON VALLEY RANCH LANDS GROUP,6323 US HWY 287N,NORRIS,Madison County,MT,59745,,"animal carcasses, wood chips, old straw & hay",https://discover-mtdeq.hub.arcgis.com/datasets/MTDEQ::montana-solid-waste-sites/explore?location=46.611451%2C-110.021200%2C6.87&showTable=true,(406) 682-3259,https://www.madisonranchlands.org/carcass-pickup-program,CMP20222212,45.53909323,-111.6995303
Santa Rosa County Central Landfill,6337 Da Lisa Rd,Milton,Santa Rosa County,FL,,,yard waste,https://floridaforce.org/facilities/,850-232-5304,,CMP2022833,30.583332,-87.060879
Greendale Public Works Compost Site,6351 Industrial Loop,Greendale,Milwaukee County,WI,53129,Yes,"YARD WASTE, FOOD WASTE",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=239,4144232133,https://www.greendale.org/departments/public_works/refuseandrecycling.php,CMP20223679,42.930135,-87.996375
McGill -  Merry Oaks Compost Facility,634 Christian Chapel Church Road,,Chatham County,NC,27562,Yes,"mixed organics, food waste, yard waste, brush, biosolids",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(919) 977-0441,,CMP20222641,35.634627,-79.0067115
Wes Green Company,6360 West End road,Arcata,Humboldt County,CA,95521,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022440,40.909302,-124.068888
Ojai Valley Waste Water Treatment Plant,6363 North Ventura Avenue,Ojai,Ventura County,CA,93001,,Biosolids Composting at POTWs,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022320,34.34803917,-119.2978601
Davis Nurseries,6363 North Pleasants Hwy,St Marys,Pleasants County,WV,26170,,,https://www.state.wv.us/swmb/State%20Plans/2021%20Complete%20State%20Plan.pdf,304-684-2324,,CMP20223576,39.45579603,-81.11583997
Western Elite,6345 East Bonanza Road,Las Vegas,Clark County,NV,89110,Yes,"biosolids, wood waste, cardboard, gypsum wallboard, manure, food waste, and green waste.",https://ndep.nv.gov/land/waste/solid-waste/facilities,(702) 369-4242,,CMP20222247,36.173709,-115.0340175
